date,atmos14_atmosphericpressure,atmos14_vaporpressure,atmos14_moisture,teros11_temperature,teros11_volumetricwatercontent,atmos14_temperature,phytos31_moisture
2022-04-28 08:00:00+00:00,97.34998999999999,2.41754,0.6481818181818182,23.118176363636362,2472.0218336363637,27.33636090909091,0.312815625
2022-04-28 09:00:00+00:00,97.3374925,2.187745833333333,0.5727483333333333,24.39166333333333,2470.3650058333333,27.716664166666664,0.16183833333333333
2022-04-28 10:00:00+00:00,97.31999,1.8979966666666668,0.5549983333333334,24.166663333333332,2464.4574958333333,25.9666625,0.16285583333333334
2022-04-28 11:00:00+00:00,97.31332333333334,1.8643291666666666,0.4804983333333333,25.033330833333334,2459.6525025,28.216662499999998,0.16175833333333334
2022-04-28 12:00:00+00:00,97.30908181818181,1.5263324999999999,0.39924833333333337,25.549995,2456.1999875,28.191663333333334,0.16189916666666668
2022-04-28 13:00:00+00:00,97.27832916666667,1.4485824999999999,0.42483000000000004,25.449995833333332,2459.6124641666665,26.2416625,0.16338666666666665
2022-04-28 14:00:00+00:00,97.24249250000001,1.3850808333333333,0.3870816666666667,25.833331666666666,2450.8475091666664,27.08333,0.16103454545454546
2022-04-28 15:00:00+00:00,97.23915750000002,1.30183,0.36916666666666664,25.574995833333332,2444.233333333333,25.291663333333332,0.16246916666666666
2022-04-28 16:00:00+00:00,97.24082583333335,1.1694141666666666,0.38866249999999997,24.8499975,2429.9941758333334,24.149995,0.16159333333333334
2022-04-28 17:00:00+00:00,97.29415999999999,1.4009150000000001,0.581,22.88333,2416.6633266666668,20.774996666666667,0.16255
2022-04-28 18:00:00+00:00,97.34908727272727,1.6592483333333332,0.8627466666666667,20.79999666666667,2413.1416783333334,16.908330833333334,0.16360833333333333
2022-04-28 19:00:00+00:00,97.39832916666667,1.6183308333333333,0.9284150000000001,19.441661666666665,2414.245785,15.349995833333333,0.1643
2022-04-28 20:00:00+00:00,97.42416083333335,1.5400808333333333,0.9469166666666666,18.283329166666665,2416.1608241666668,14.274995833333334,0.16593
2022-04-28 21:00:00+00:00,97.43499916666667,1.4791658333333333,0.9610816666666667,17.291663333333332,2418.5499833333333,13.433328333333334,0.16790333333333332
2022-04-28 22:00:00+00:00,97.4408325,1.4549116666666668,0.97275,16.516661666666668,2420.1858258333336,12.999995833333335,0.16562416666666666
2022-04-28 23:00:00+00:00,97.43083333333334,1.4424108333333334,0.9797474999999999,15.924995833333334,2422.608293333333,12.73333,0.16635583333333334
2022-04-29 00:00:00+00:00,97.41416166666666,1.4073291666666667,0.9808325,15.349996666666668,2423.8675075,12.349998333333334,0.16499250000000001
2022-04-29 01:00:00+00:00,97.39499416666666,1.3898291666666667,0.9305816666666668,14.924995833333334,2425.6408825,12.966661666666667,0.16570416666666668
2022-04-29 02:00:00+00:00,97.36583083333333,1.3655791666666666,0.923165,14.549996666666667,2426.9724691666665,12.824996666666665,0.164565
2022-04-29 03:00:00+00:00,97.33915916666666,1.366665,0.902165,14.291660833333333,2427.5841425,13.191664166666667,0.163975
2022-04-29 04:00:00+00:00,97.36749333333334,1.4309983333333334,0.86009,14.374996666666668,2428.0899816666665,14.641663333333334,0.1647075
2022-04-29 05:00:00+00:00,97.40749583333333,1.52383,0.9215825,14.916663333333332,2427.6816575,14.533329166666666,0.16432083333333333
2022-04-29 06:00:00+00:00,97.42166166666668,2.037831666666667,0.9019149999999999,16.849996666666666,2425.9649825,18.7166625,0.16387416666666668
2022-04-29 07:00:00+00:00,97.385996,2.3660959999999998,0.801698,19.43749625,2444.96749375,23.849998,0.164831
2022-04-29 08:00:00+00:00,97.3524925,2.3594958333333333,0.6759133333333334,22.48333,2471.828324166667,26.691662500000003,0.16326166666666667
2022-04-29 09:00:00+00:00,97.33165916666667,2.3674966666666664,0.6192491666666666,24.474996666666666,2471.8566833333334,28.191661666666665,0.16383250000000002
2022-04-29 10:00:00+00:00,97.28332833333333,2.3532458333333333,0.5717491666666666,25.383329166666666,2466.6133375,28.991665,0.16285583333333334
2022-04-29 11:00:00+00:00,97.24499750000001,2.2896625,0.5535833333333333,25.45833,2461.6857875,27.524995833333335,0.1617575
2022-04-29 12:00:00+00:00,97.19749416666667,2.1746327272727273,0.5424983333333334,26.27499416666667,2456.9399983333333,29.0916625,0.16185916666666667
2022-04-29 13:00:00+00:00,97.16416249999999,2.0051633333333334,0.5198308333333334,26.816665,2455.8008375,28.166661666666666,0.16372
2022-04-29 14:00:00+00:00,97.13999666666666,1.878542727272727,0.5411818181818182,25.941664166666666,2446.3733058333332,26.408330833333334,0.16271333333333335
2022-04-29 15:00:00+00:00,97.12,2.2093609090909094,0.6074991666666666,25.54999583333333,2442.6175075,25.43333,0.16238666666666665
2022-04-29 16:00:00+00:00,97.12499500000001,2.335358181818182,0.7053308333333334,24.674995,2433.1791358333335,24.266661666666668,0.16417833333333334
2022-04-29 17:00:00+00:00,97.18499166666668,2.288746666666667,0.8274133333333333,23.841661666666667,2426.7466591666666,22.758328333333335,0.16385166666666667
2022-04-29 18:00:00+00:00,97.13916,2.329988333333333,0.9022491666666667,22.441663333333334,2422.5191616666666,19.824995833333336,0.16261166666666668
2022-04-29 19:00:00+00:00,97.17583083333334,1.9170881818181817,0.93709,21.091663333333333,2421.8100325,17.883326666666665,0.163385
2022-04-29 20:00:00+00:00,97.19499333333333,1.8429966666666668,0.9491666666666666,20.299995,2421.17,17.04999666666667,0.16466666666666666
2022-04-29 21:00:00+00:00,,,,,,,
2022-04-29 22:00:00+00:00,,,,,,,
2022-04-29 23:00:00+00:00,,,,,,,
2022-04-30 00:00:00+00:00,,,,,,,
2022-04-30 01:00:00+00:00,,,,,,,
2022-04-30 02:00:00+00:00,,,,,,,
2022-04-30 03:00:00+00:00,,,,,,,
2022-04-30 04:00:00+00:00,,,,,,,
2022-04-30 05:00:00+00:00,,,,,,,
2022-04-30 06:00:00+00:00,,,,,,,
2022-04-30 07:00:00+00:00,,,,,,,
2022-04-30 08:00:00+00:00,,,,,,,
2022-04-30 09:00:00+00:00,,,,,,,
2022-04-30 10:00:00+00:00,,,,,,,
2022-04-30 11:00:00+00:00,,,,,,,
