date,phytos31_moisture,teros11_temperature,atmos14_atmosphericpressure,teros11_volumetricwatercontent,atmos14_temperature,atmos14_vaporpressure,atmos14_moisture
2022-06-02 12:00:00+00:00,0.39507333333333333,,,,,,
2022-06-02 13:00:00+00:00,0.39925,,,,,,
2022-06-02 14:00:00+00:00,,,,,,,
2022-06-02 15:00:00+00:00,,,,,,,
2022-06-02 16:00:00+00:00,,,94.42934510869566,,26.664128478260867,1.5456597826086957,0.4424239130434783
2022-06-02 17:00:00+00:00,,,94.46074441666666,,26.33082891666667,1.5563780508474576,0.45439825
2022-06-02 18:00:00+00:00,,,94.51849733333333,,25.890673050847457,1.527594705882353,0.45761016949152544
2022-06-02 19:00:00+00:00,,,94.51189493670886,,25.496197468354428,1.4910980769230768,0.4573076923076923
2022-06-02 20:00:00+00:00,,,94.55629714285715,,25.21779271186441,1.4663044166666666,0.457008547008547
2022-06-02 21:00:00+00:00,,,94.55763974789916,,24.95416175,1.4480380833333333,0.45838504201680674
2022-06-02 22:00:00+00:00,,,94.54466325,,24.860495294117648,1.4575886666666666,0.46400800000000003
2022-06-02 23:00:00+00:00,,,94.55849450000001,,24.721845714285713,1.4464870833333334,0.46462184873949586
2022-06-03 00:00:00+00:00,,,94.54082883333334,,24.60833325,1.4382961666666667,0.46505833333333335
2022-06-03 01:00:00+00:00,,,94.50908116666668,,24.470829583333334,1.4279223333333335,0.46545000000000003
2022-06-03 02:00:00+00:00,,,94.50282741666666,,24.35582433333333,1.4183466666666669,0.4656
2022-06-03 03:00:00+00:00,,,94.50199641666667,,22.944161416666667,1.3609040000000001,0.48708191666666667
2022-06-03 04:00:00+00:00,,,94.48549566666667,,21.11083208333333,1.3346375833333333,0.5333660000000001
2022-06-03 05:00:00+00:00,,,94.47857933333333,,21.1508295,1.3439967499999999,0.535798
2022-06-03 06:00:00+00:00,,,94.41524633333333,,23.02332925,1.371655,0.48812341666666664
2022-06-03 07:00:00+00:00,,,94.3739955,,24.598329333333332,1.4525712499999999,0.46978975
2022-06-03 08:00:00+00:00,,,94.34099366666666,,25.499996833333334,1.5244638333333334,0.46742375
2022-06-03 09:00:00+00:00,,,94.37294192307692,,25.88845435897436,1.5795475641025642,0.47297294871794865
2022-06-03 10:00:00+00:00,,,94.54766124999999,,25.619994666666667,1.6952228333333332,0.51631425
2022-06-03 11:00:00+00:00,,,94.61101152542373,,24.64321661016949,1.6877183898305084,0.5448799152542373
2022-06-03 12:00:00+00:00,,,94.57852382352941,,23.782346470588237,1.7572911764705883,0.5971155882352941
2022-06-03 13:00:00+00:00,,,,,,,
2022-06-03 14:00:00+00:00,,,,,,,
2022-06-03 15:00:00+00:00,,,,,,,
2022-06-03 16:00:00+00:00,,,,,,,
2022-06-03 17:00:00+00:00,,,,,,,
2022-06-03 18:00:00+00:00,,,,,,,
2022-06-03 19:00:00+00:00,,,,,,,
2022-06-03 20:00:00+00:00,,,,,,,
2022-06-03 21:00:00+00:00,,,,,,,
2022-06-03 22:00:00+00:00,,,,,,,
2022-06-03 23:00:00+00:00,,,,,,,
2022-06-04 00:00:00+00:00,,,,,,,
2022-06-04 01:00:00+00:00,,,,,,,
2022-06-04 02:00:00+00:00,,,,,,,
2022-06-04 03:00:00+00:00,,,,,,,
2022-06-04 04:00:00+00:00,,,,,,,
2022-06-04 05:00:00+00:00,,,,,,,
2022-06-04 06:00:00+00:00,,,,,,,
2022-06-04 07:00:00+00:00,,,,,,,
2022-06-04 08:00:00+00:00,,,,,,,
2022-06-04 09:00:00+00:00,,,,,,,
2022-06-04 10:00:00+00:00,,,,,,,
2022-06-04 11:00:00+00:00,,,,,,,
2022-06-04 12:00:00+00:00,,,,,,,
2022-06-04 13:00:00+00:00,,,,,,,
2022-06-04 14:00:00+00:00,,,,,,,
2022-06-04 15:00:00+00:00,,,,,,,
2022-06-04 16:00:00+00:00,,,,,,,
2022-06-04 17:00:00+00:00,,,,,,,
2022-06-04 18:00:00+00:00,,,,,,,
2022-06-04 19:00:00+00:00,,,,,,,
2022-06-04 20:00:00+00:00,,,,,,,
2022-06-04 21:00:00+00:00,,,,,,,
2022-06-04 22:00:00+00:00,,,,,,,
2022-06-04 23:00:00+00:00,,,,,,,
2022-06-05 00:00:00+00:00,,,,,,,
2022-06-05 01:00:00+00:00,,,,,,,
2022-06-05 02:00:00+00:00,,,,,,,
2022-06-05 03:00:00+00:00,,,,,,,
2022-06-05 04:00:00+00:00,,,,,,,
2022-06-05 05:00:00+00:00,,,,,,,
2022-06-05 06:00:00+00:00,,,,,,,
2022-06-05 07:00:00+00:00,,,,,,,
2022-06-05 08:00:00+00:00,,,,,,,
2022-06-05 09:00:00+00:00,,,,,,,
2022-06-05 10:00:00+00:00,,,,,,,
2022-06-05 11:00:00+00:00,,,,,,,
2022-06-05 12:00:00+00:00,,,,,,,
2022-06-05 13:00:00+00:00,,,,,,,
2022-06-05 14:00:00+00:00,,,,,,,
2022-06-05 15:00:00+00:00,,,,,,,
2022-06-05 16:00:00+00:00,,,,,,,
2022-06-05 17:00:00+00:00,,,,,,,
2022-06-05 18:00:00+00:00,,,,,,,
