date,atmos14_temperature,atmos14_vaporpressure,phytos31_moisture,teros11_volumetricwatercontent,atmos14_atmosphericpressure,atmos14_moisture,teros11_temperature
2022-04-28 10:00:00+00:00,17.199996666666667,1.8733333333333333,0.16678,1818.6400133333334,97.4,0.5553333333333333,19.449995
2022-04-28 11:00:00+00:00,25.466663333333333,1.4743266666666666,0.16458666666666666,2512.446613333333,97.37,0.45299666666666666,26.299989999999998
2022-04-28 12:00:00+00:00,26.383327499999996,1.43233,0.16472916666666668,2528.8732891666664,97.364165,0.4169133333333333,25.841665000000003
2022-04-28 13:00:00+00:00,26.833326666666665,1.367495,0.16269416666666667,2531.3799816666665,97.330825,0.38733166666666663,25.83332916666667
2022-04-28 14:00:00+00:00,26.516665,1.44133,0.161535,2530.3158125,97.2958325,0.41699916666666664,26.216662499999998
2022-04-28 15:00:00+00:00,25.116663333333335,1.4238316666666666,0.16157333333333332,2509.389971666667,97.29,0.44691666666666663,26.108333333333334
2022-04-28 16:00:00+00:00,25.42499583333333,1.6040791666666667,0.1629175,2497.05497,97.28833083333335,0.49308250000000003,25.516661666666664
2022-04-28 17:00:00+00:00,25.433329166666667,2.2472458333333334,0.16397583333333335,2491.6132975,97.328325,0.6713316666666667,24.783328333333333
2022-04-28 18:00:00+00:00,21.02499416666667,2.2716616666666667,0.16324249999999998,2490.6241616666666,97.39082833333333,0.8443325,23.20832916666667
2022-04-28 19:00:00+00:00,17.11666333333333,1.7938308333333335,0.16499166666666668,2491.1708125,97.45499666666666,0.9189991666666667,21.024996666666667
2022-04-28 20:00:00+00:00,14.666662500000001,1.5456633333333334,0.16822833333333334,2493.2141475000003,97.48333000000001,0.9263308333333334,19.099995
2022-04-28 21:00:00+00:00,12.791662500000001,1.4208299999999998,0.16596833333333333,2494.8141441666667,97.4874975,0.9630825,17.83332916666667
2022-04-28 22:00:00+00:00,11.6249975,1.3434966666666668,0.1719925,2497.6200108333333,97.48999500000001,0.98283,16.641661666666668
2022-04-28 23:00:00+00:00,11.224994166666667,1.32508,0.17730636363636362,2500.3600016666664,97.48166416666668,0.996165,15.733329166666666
2022-04-29 00:00:00+00:00,10.916662500000001,1.30483,0.17647083333333333,2502.457455,97.46082916666667,0.9999158333333332,15.066661666666667
2022-04-29 01:00:00+00:00,10.649998333333334,1.2813308333333333,0.17716166666666666,2504.3291191666667,97.4416625,1.0,14.424995833333334
2022-04-29 02:00:00+00:00,10.383329166666668,1.2581633333333333,0.17600249999999998,2506.5366383333335,97.41749499999999,1.0,13.8416625
2022-04-29 03:00:00+00:00,10.291660833333333,1.2512458333333332,0.17415,2508.8399816666665,97.38499416666667,1.0,13.399994999999999
2022-04-29 04:00:00+00:00,10.416664166666667,1.2608300000000001,0.18068333333333333,2509.80332,97.41499750000001,1.0,13.13333
2022-04-29 05:00:00+00:00,13.0916625,1.5133299999999998,0.17911583333333334,2511.7000083333332,97.46416333333333,1.0,13.883326666666667
2022-04-29 06:00:00+00:00,19.7666625,2.3901566666666665,0.16904166666666667,2510.0508175,97.48332916666668,0.968,16.799995833333334
2022-04-29 07:00:00+00:00,21.349993,1.9855,0.163363,2538.107003,97.461995,0.780899,18.699996
2022-04-29 08:00:00+00:00,22.516661666666664,1.875165,0.16393333333333335,2556.853309166667,97.42832750000001,0.6814166666666667,20.1916625
2022-04-29 09:00:00+00:00,23.89999583333333,1.7424983333333335,0.16338666666666665,2556.5150108333332,97.3991625,0.5876641666666667,21.824995
2022-04-29 10:00:00+00:00,25.441661666666665,1.7715825,0.163975,2548.2516833333334,97.35082916666666,0.5340808333333333,24.058330833333333
2022-04-29 11:00:00+00:00,25.58333,1.680165,0.16275333333333333,2545.5674808333333,97.30666166666667,0.512665,24.533328333333333
2022-04-29 12:00:00+00:00,26.199996666666667,1.6054141666666668,0.16334416666666668,2542.9191441666667,97.26749333333333,0.4734141666666667,24.483328333333333
2022-04-29 13:00:00+00:00,27.0583275,1.4894141666666665,0.162755,2538.602475,97.22499666666666,0.41816583333333335,25.408330833333334
2022-04-29 14:00:00+00:00,25.3916625,1.6029966666666666,0.16244833333333333,2543.255815,97.20749666666666,0.49599750000000004,24.733328333333333
2022-04-29 15:00:00+00:00,25.39999416666667,1.9668266666666667,0.16395666666666667,2521.3391683333334,97.18666666666667,0.5892466666666667,24.758329166666666
2022-04-29 16:00:00+00:00,24.858328333333333,2.4420800000000003,0.1649325,2513.800798333333,97.18166666666667,0.7565824999999999,24.50833
2022-04-29 17:00:00+00:00,23.416663333333332,2.5735775000000003,0.1632625,2511.16416,97.17666333333334,0.8939991666666667,24.008329166666666
2022-04-29 18:00:00+00:00,20.8166625,2.2705766666666665,0.16509333333333334,2509.7683075,97.20332833333333,0.9234975,22.683328333333336
2022-04-29 19:00:00+00:00,18.499995833333333,2.2065816666666667,0.1652775,2509.4458175,97.24833166666667,0.9459158333333333,21.199995833333332
2022-04-29 20:00:00+00:00,17.041663333333332,1.8664116666666668,0.16503333333333334,2510.3074508333334,97.2658275,0.9614983333333332,20.149995
2022-04-29 21:00:00+00:00,16.391659999999998,1.8339125,0.16582666666666668,2511.2775225,97.25666416666667,0.9835808333333333,19.39166416666667
2022-04-29 22:00:00+00:00,16.091666666666665,1.8114958333333335,0.16625500000000001,2512.399145,97.22583083333335,0.9911633333333333,18.80833
2022-04-29 23:00:00+00:00,15.883328333333333,1.7938333333333334,0.16837166666666667,2513.2866566666667,97.214995,0.9944999999999999,18.466663333333333
2022-04-30 00:00:00+00:00,,,,,,,
2022-04-30 01:00:00+00:00,,,,,,,
2022-04-30 02:00:00+00:00,,,,,,,
2022-04-30 03:00:00+00:00,,,,,,,
2022-04-30 04:00:00+00:00,,,,,,,
2022-04-30 05:00:00+00:00,,,,,,,
2022-04-30 06:00:00+00:00,,,,,,,
2022-04-30 07:00:00+00:00,,,,,,,
2022-04-30 08:00:00+00:00,,,,,,,
2022-04-30 09:00:00+00:00,,,,,,,
2022-04-30 10:00:00+00:00,,,,,,,
2022-04-30 11:00:00+00:00,,,,,,,
2022-04-30 12:00:00+00:00,,,,,,,
2022-04-30 13:00:00+00:00,,,,,,,
2022-04-30 14:00:00+00:00,,,,,,,
2022-04-30 15:00:00+00:00,,,,,,,
2022-04-30 16:00:00+00:00,,,,,,,
2022-04-30 17:00:00+00:00,,,,,,,
2022-04-30 18:00:00+00:00,,,,,,,
2022-04-30 19:00:00+00:00,,,,,,,
2022-04-30 20:00:00+00:00,,,,,,,
2022-04-30 21:00:00+00:00,,,,,,,
2022-04-30 22:00:00+00:00,,,,,,,
2022-04-30 23:00:00+00:00,,,,,,,
2022-05-01 00:00:00+00:00,,,,,,,
2022-05-01 01:00:00+00:00,,,,,,,
2022-05-01 02:00:00+00:00,,,,,,,
2022-05-01 03:00:00+00:00,,,,,,,
2022-05-01 04:00:00+00:00,,,,,,,
