,date,phytos31_moisture,teros11_temperature,atmos14_atmosphericpressure,teros11_volumetricwatercontent,air_temp_celsius_avg,atmos14_vaporpressure,percent_humidity_avg,caroline24,caroline48,lwd_forecast,roses_polynomial_9,roses_polynomial_5,roses_regression
0,2022-06-02 12:00:00+00:00,0.3950733333333333,,,,,,,,,0,,,23.440000000000005
1,2022-06-02 13:00:00+00:00,0.39925,,,,,,,,,0,,,23.440000000000005
2,2022-06-02 14:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
3,2022-06-02 15:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
4,2022-06-02 16:00:00+00:00,,,94.42934510869566,,26.664128478260867,1.5456597826086955,44.24239130434783,,,0,,,23.440000000000005
5,2022-06-02 17:00:00+00:00,,,94.46074441666666,,26.33082891666667,1.5563780508474576,45.439825,,,0,,,23.440000000000005
6,2022-06-02 18:00:00+00:00,,,94.51849733333331,,25.890673050847457,1.527594705882353,45.76101694915254,,,0,,,23.440000000000005
7,2022-06-02 19:00:00+00:00,,,94.51189493670886,,25.496197468354428,1.4910980769230768,45.73076923076923,,,0,,,23.440000000000005
8,2022-06-02 20:00:00+00:00,,,94.55629714285716,,25.21779271186441,1.4663044166666666,45.7008547008547,,,0,,,23.440000000000005
9,2022-06-02 21:00:00+00:00,,,94.55763974789916,,24.95416175,1.4480380833333333,45.83850420168067,,,0,,,23.440000000000005
10,2022-06-02 22:00:00+00:00,,,94.54466325,,24.860495294117648,1.4575886666666666,46.4008,,,0,,,23.440000000000005
11,2022-06-02 23:00:00+00:00,,,94.5584945,,24.721845714285717,1.4464870833333334,46.46218487394958,,,0,,,23.440000000000005
12,2022-06-03 00:00:00+00:00,,,94.54082883333334,,24.60833325,1.4382961666666667,46.50583333333333,,,0,,,23.440000000000005
13,2022-06-03 01:00:00+00:00,,,94.50908116666668,,24.47082958333333,1.4279223333333335,46.544999999999995,,,0,,,23.440000000000005
14,2022-06-03 02:00:00+00:00,,,94.50282741666666,,24.35582433333333,1.4183466666666669,46.56,,,0,,,23.440000000000005
15,2022-06-03 03:00:00+00:00,,,94.50199641666669,,22.944161416666667,1.360904,48.708191666666664,,,0,,,23.440000000000005
16,2022-06-03 04:00:00+00:00,,,94.48549566666668,,21.11083208333333,1.3346375833333333,53.33660000000001,,,0,,,23.440000000000005
17,2022-06-03 05:00:00+00:00,,,94.47857933333331,,21.1508295,1.34399675,53.5798,,,0,,,23.440000000000005
18,2022-06-03 06:00:00+00:00,,,94.41524633333331,,23.02332925,1.371655,48.81234166666666,,,0,,,23.440000000000005
19,2022-06-03 07:00:00+00:00,,,94.3739955,,24.59832933333333,1.45257125,46.978975,,,0,,,23.440000000000005
20,2022-06-03 08:00:00+00:00,,,94.34099366666666,,25.49999683333333,1.5244638333333334,46.742375,,,0,,,23.440000000000005
21,2022-06-03 09:00:00+00:00,,,94.37294192307692,,25.88845435897436,1.5795475641025642,47.29729487179486,,,0,,,23.440000000000005
22,2022-06-03 10:00:00+00:00,,,94.54766125,,25.619994666666667,1.6952228333333332,51.631425,,,0,,,23.440000000000005
23,2022-06-03 11:00:00+00:00,,,94.61101152542372,,24.64321661016949,1.6877183898305084,54.48799152542373,,,0,,,23.440000000000005
24,2022-06-03 12:00:00+00:00,,,94.5785238235294,,23.78234647058824,1.7572911764705883,59.71155882352941,,,0,,,23.440000000000005
25,2022-06-03 13:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
26,2022-06-03 14:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
27,2022-06-03 15:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
28,2022-06-03 16:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
29,2022-06-03 17:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
30,2022-06-03 18:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
31,2022-06-03 19:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
32,2022-06-03 20:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
33,2022-06-03 21:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
34,2022-06-03 22:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
35,2022-06-03 23:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
36,2022-06-04 00:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
37,2022-06-04 01:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
38,2022-06-04 02:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
39,2022-06-04 03:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
40,2022-06-04 04:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
41,2022-06-04 05:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
42,2022-06-04 06:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
43,2022-06-04 07:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
44,2022-06-04 08:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
45,2022-06-04 09:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
46,2022-06-04 10:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
47,2022-06-04 11:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
48,2022-06-04 12:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
49,2022-06-04 13:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
50,2022-06-04 14:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
51,2022-06-04 15:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
52,2022-06-04 16:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
53,2022-06-04 17:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
54,2022-06-04 18:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
55,2022-06-04 19:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
56,2022-06-04 20:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
57,2022-06-04 21:00:00+00:00,,,,,,,,,,0,,,23.440000000000005
